0.05	0.08	0.09	0.1	0.11	0.12	0.13	0.15	0.2
0.299004764	0.321887266	0.330564917	0.324617995	0.330473893	0.3346155	0.326827864	0.330802592	0.324653394
0.277036773	0.306451567	0.313008711	0.312398148	0.305979535	0.312198047	0.306774807	0.307534163	0.301264343
0.289716264	0.328002339	0.330691378	0.337182335	0.33094316	0.339211704	0.334377476	0.337398868	0.331713615
0.297886413	0.335961774	0.337295868	0.342453344	0.341068135	0.342059761	0.339458021	0.340505873	0.33549663
0.290232173	0.318767361	0.321961637	0.323972659	0.322413609	0.322565959	0.319686541	0.313709335	0.316329759
0.307965838	0.348179401	0.351565859	0.355850663	0.348719417	0.350420217	0.347836213	0.354013597	0.33422477
0.292285783	0.323880594	0.322679461	0.333369547	0.330867186	0.330927243	0.327749244	0.321373228	0.318050093
0.292183667	0.3164837	0.316813381	0.321865109	0.319029852	0.324827167	0.317924152	0.317041621	0.316615572
0.287647162	0.308448903	0.309782087	0.320590036	0.312021022	0.317430085	0.309990715	0.309721025	0.309721025
0.291587323	0.328364376	0.332482798	0.338485664	0.332462535	0.330775654	0.33321226	0.326773743	0.318491307
0.293333818	0.328933533	0.339025304	0.337570001	0.342216933	0.331969595	0.333951818	0.334624268	0.316131887
0.289066757	0.317135176	0.316391072	0.332123561	0.321453005	0.317008628	0.318754995	0.3145789	0.319883806
0.298525851	0.347381838	0.351430565	0.352751676	0.350737359	0.355720408	0.354936783	0.360417133	0.348702948
0.285234694	0.329219082	0.334383323	0.34258654	0.336644887	0.340966089	0.339598045	0.34150624	0.32619525
0.301422435	0.318105891	0.327672872	0.328252992	0.323477003	0.331648696	0.325382398	0.324362187	0.321346562
0.28674891	0.319143331	0.311259461	0.311939458	0.315927407	0.314148168	0.316689208	0.304761149	0.306826702
0.30502376	0.338821127	0.346508767	0.350433298	0.345656267	0.34456668	0.347114093	0.347906062	0.346448235
0.285048003	0.32608406	0.326598587	0.337928272	0.332450072	0.329751327	0.325423246	0.329393175	0.318628462
0.280308866	0.320337045	0.32524798	0.334111	0.32240187	0.324385523	0.318322953	0.328251362	0.314675265
0.287345202	0.331762464	0.330948298	0.336994232	0.329259658	0.338542152	0.337059566	0.337180183	0.330365315
0.293227777	0.341489024	0.3413778	0.347682197	0.337732675	0.345750938	0.340811567	0.341195796	0.343253446
0.295902216	0.322651667	0.32336957	0.328718449	0.322767947	0.326049065	0.324835709	0.315952929	0.3202654
0.298517707	0.325480952	0.331583187	0.332255637	0.332446332	0.335075913	0.333645702	0.333836397	0.322981846
0.293502387	0.321402197	0.324342187	0.327623337	0.324146522	0.327061428	0.329941214	0.326323922	0.321352026
0.291009832	0.319494318	0.32214875	0.324838642	0.316971595	0.323901486	0.321221725	0.32218421	0.325872047
0.290561217	0.32422435	0.333834469	0.339070396	0.335759516	0.338364882	0.337901258	0.339589454	0.32786279
0.295694334	0.333462052	0.328226973	0.341046656	0.329208863	0.336863602	0.333617351	0.324083996	0.317851996
0.29172352	0.328105769	0.330576293	0.327823423	0.334156032	0.330762843	0.329920848	0.328539371	0.325509198
0.299968659	0.337945256	0.343862029	0.347032276	0.337817629	0.349150879	0.343662931	0.342146726	0.330399966
0.285486236	0.329688348	0.32873181	0.318758646	0.321668534	0.321829635	0.325102001	0.326944595	0.323672229
0.29399118	0.336751879	0.340776177	0.344037072	0.339193758	0.344158408	0.342383874	0.343561841	0.3279146
0.285311297	0.310622973	0.312238287	0.327741244	0.321315543	0.320741548	0.317287416	0.318806218	0.316235937
0.276999246	0.307278902	0.30926099	0.321379896	0.314090442	0.315730443	0.318275967	0.311434243	0.305830067
0.286045821	0.330913156	0.328440916	0.331417798	0.324582182	0.331540136	0.33718296	0.334211175	0.329582734
0.282741415	0.315966164	0.318719846	0.320610807	0.317114785	0.327010986	0.319958752	0.320179447	0.310202994
0.298218099	0.325068893	0.330580505	0.329858084	0.334702847	0.332368874	0.32912556	0.329842929	0.320597971
0.286270107	0.333266285	0.337478516	0.34670603	0.341226089	0.343099875	0.348362639	0.347650499	0.349680855
0.293932628	0.32140962	0.323156274	0.332727535	0.322929108	0.329340237	0.329547211	0.326452705	0.319723543
0.30547783	0.343309259	0.3455865	0.356080955	0.350775789	0.351062963	0.345767873	0.352997611	0.345732606
0.289716993	0.326262813	0.328171317	0.328734732	0.330348839	0.325445608	0.330749828	0.322095575	0.307720885
0.29452326	0.332863835	0.332202529	0.346857261	0.339269916	0.340082666	0.342223074	0.339239628	0.331142421
0.304294556	0.332650627	0.329688649	0.335917295	0.332276009	0.338969181	0.329029322	0.325692726	0.332950321
0.300748483	0.340768953	0.344770498	0.34445419	0.345307719	0.348018929	0.340412479	0.343409872	0.333177566
0.286448172	0.318060307	0.314380346	0.329688984	0.319045014	0.324998937	0.316233016	0.317938487	0.320831698
0.284445901	0.3146733	0.32053397	0.322276603	0.318324291	0.324636941	0.319167987	0.317129056	0.310660724
0.288286909	0.32850151	0.327166731	0.335784865	0.327730864	0.332646877	0.332284221	0.328758391	0.31687131
0.300141662	0.341047477	0.340672147	0.344415296	0.343233516	0.341392374	0.338871581	0.346114421	0.335087857
0.309801845	0.346486409	0.348208806	0.351913208	0.345867344	0.350585215	0.347489893	0.353266164	0.346416515
0.291049133	0.319671074	0.323638008	0.328101981	0.318226848	0.329602475	0.329743147	0.323947485	0.320552615
